NumeroComprobante,FechaFactura,IdItem,NombreProducto,Descripcion,Cantidad,Precio,Total
B0200003204,2026-04-20,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003204,2026-04-20,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003205,2026-04-20,607,KIT DEFENSA NV 200 COMPLETA,PUERTA TRASERA ABRE HACIA ARRIBA,1,33000.0,29502.0
B0200003205,2026-04-20,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003205,2026-04-20,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003206,2026-04-21,337,INSTALACION,KIA DEFENSA TRASERA,1,2500.0,2500.0
B0200003206,2026-04-21,1217,GARANTIA,PATA DE UN ESTRIBO CAMION KIA,1,0.0,0.0
B0200003207,2026-04-21,337,INSTALACION,"ESTRIBO DERECHO 

 TOWN ACE",1,1000.0,1000.0
B0200003208,2026-04-21,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,,1,33000.0,36993.0
B0200003208,2026-04-21,800,PORTA PIES PARA CAMION,,1,4000.0,4720.0
B0200003208,2026-04-21,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200003208,2026-04-21,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200003209,2026-04-21,1108,MAZDA BONGO JUEGO DEFENSA COMPLETO 2024-2025,,1,33000.0,30525.0
B0200003209,2026-04-21,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200003209,2026-04-21,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003209,2026-04-21,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003210,2026-04-21,619,KIT-COMPLETA DEFENSA HIJET,TRASERO NORMAL,1,29000.0,25502.6
B0200003210,2026-04-21,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003210,2026-04-21,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003211,2026-04-21,607,KIT DEFENSA NV 200 COMPLETA,,1,33000.0,29502.0
B0200003211,2026-04-21,745,PARILLA NV200 CON TORNILLOS.,,1,17500.0,17500.0
B0200003211,2026-04-21,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003211,2026-04-21,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003212,2026-04-21,607,KIT DEFENSA NV 200 COMPLETA,,1,33000.0,29502.0
B0200003212,2026-04-21,745,PARILLA NV200 CON TORNILLOS.,,1,17500.0,17500.0
B0200003212,2026-04-21,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003212,2026-04-21,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003213,2026-04-22,338,CAMION HINO 300 KIT DEFENSA DELANTERA CARA ANCHA,AÑO 2018 DE 79 PULGADAS,1,26000.0,24700.0
B0200003213,2026-04-22,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200003213,2026-04-22,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200003214,2026-04-22,868,SUZUKI EECO DEFENSA DELANTERA Y TRASERA,,3,27000.0,75735.0
B0200003214,2026-04-22,1115,SUZUKI EECO PORTA ESCALERAS,,3,17000.0,48960.0
B0200003214,2026-04-22,1164,PISO GOMAS PARA VEHICULO,,3,8000.0,24000.0
B0200003214,2026-04-22,761,BOLA DE JALON 2000 LB (opcional),,3,750.0,2250.0
B0200003214,2026-04-22,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",3,4500.0,13500.0
B0200003215,2026-04-23,681,Daihatsu Mira kit frontal 2013-2017,AÑO 2014,1,15500.0,14725.0
B0200003215,2026-04-23,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200003216,2026-04-23,605,KIT-DEFENSA DELANTERA NV 200,,1,16000.0,15200.0
B0200003216,2026-04-23,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200003217,2026-04-23,752,KIT COMPLETO HIACE 5ta Generacion 2004-2019,AÑO 2016,1,48000.0,45120.0
B0200003217,2026-04-23,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003217,2026-04-23,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003218,2026-04-23,363,PARILLA HIJET DE TECHO,,1,19500.0,18525.0
B0200003218,2026-04-23,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200003219,2026-04-23,634,GOMAS,TOWN ACE 1 ESTRIBO,1,750.0,750.0
B0200003220,2026-04-24,309,REPARACION GRADO (B),"TRASERO 
TOWN ACE",1,6250.0,6250.0
B0200003220,2026-04-24,578,REPARACION GRADO (A),FRENTE,1,4500.0,4500.0
B0200003220,2026-04-24,578,REPARACION GRADO (A),ESTRIBOS,1,3600.0,3600.0
B0200003220,2026-04-24,337,INSTALACION,TRASERO,1,1000.0,1000.0
B0200003221,2026-04-24,1127,TOWN ACE CANASTO,AÑO 2013,1,22000.0,20900.0
B0200003221,2026-04-24,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200003222,2026-04-24,746,KIT ISUZU CARA ANCHA DEFENSA DELANTERA,"AÑO  2026

  VOLTEO",1,25000.0,23750.0
B0200003222,2026-04-24,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200003222,2026-04-24,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200003223,2026-04-24,320,TOYOTA HILUX KIT DEFENSA DELANTERA,AÑO 2026,1,20000.0,19000.0
B0200003223,2026-04-24,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200003224,2026-04-24,607,KIT DEFENSA NV 200 COMPLETA,"AÑO 2020

 PUERTA TRASERA ABRE HACIA ARRIBA",1,33000.0,29502.0
B0200003224,2026-04-24,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003224,2026-04-24,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003225,2026-04-24,337,INSTALACION,DEFENSA TRASERA HYUNDAI PORTER,1,1500.0,1770.0
B0200003226,2026-04-25,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,26216.0
B0200003226,2026-04-25,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003227,2026-04-27,619,KIT-COMPLETA DEFENSA HIJET,TRASERO NORMAL,1,29000.0,27550.0
B0200003227,2026-04-27,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003227,2026-04-27,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003228,2026-04-27,142,DEFENSA FRONTAL DE MITSUBISHI FUSO CARA ANCHA DE 81,CAMA LARGA,1,25000.0,28025.0
B0200003228,2026-04-27,1403,MITSUBISHI FUSO DEFENSA TRASERA,,1,17000.0,20060.0
B0200003228,2026-04-27,800,PORTA PIES PARA CAMION,,1,4000.0,4720.0
B0200003228,2026-04-27,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200003228,2026-04-27,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2950.0
B0200003229,2026-04-27,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25502.6
B0200003229,2026-04-27,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200003229,2026-04-27,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003229,2026-04-27,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003230,2026-04-27,1092,JUEGO PLATANERA COMPLETO MODERNO 2024-2025,"NISSAN CLIPPER NT100 AÑO 2019

FRONTAL TIPO CACHITO, DEFENSA TRASERA 2 tUBOS",1,33000.0,31350.0
B0200003230,2026-04-27,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003230,2026-04-27,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003231,2026-04-27,309,REPARACION GRADO (B),FRENTE HIJET,1,7500.0,7500.0
B0200003231,2026-04-27,337,INSTALACION,,1,1500.0,1500.0
B0200003232,2026-04-27,578,REPARACION GRADO (A),HIJET PLATANERA JUEGO DE DEFENSAS,1,10000.0,10000.0
B0200003233,2026-04-28,309,REPARACION GRADO (B),NV 350 DEFENSA FRONTAL ALTA,1,12000.0,12000.0
B0200003234,2026-04-28,611,KIT-COMPLETA NISSAN NV 350 MODERNA,"TECHO ALTO

  AÑO 2017",1,48000.0,44500.8
B0200003234,2026-04-28,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003234,2026-04-28,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003235,2026-04-28,320,TOYOTA HILUX KIT DEFENSA DELANTERA,"AÑO 2006

  DOBLE CABINA",1,20000.0,19000.0
B0200003235,2026-04-28,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200003236,2026-04-28,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,27550.0
B0200003236,2026-04-28,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200003236,2026-04-28,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003236,2026-04-28,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003237,2026-04-28,535,SUZUKI EECO DEFENSA COMPLETA,,1,29000.0,32509.0
B0200003237,2026-04-28,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200003237,2026-04-28,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200003238,2026-04-28,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,29502.0
B0200003238,2026-04-28,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003238,2026-04-28,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003239,2026-04-29,337,INSTALACION,TRASERO TOWN ACE,1,1000.0,1000.0
B0200003240,2026-04-29,1092,JUEGO PLATANERA COMPLETO MODERNO 2024-2025,tiene furgon,1,29500.0,25508.65
B0200003240,2026-04-29,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003241,2026-04-29,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,,1,33000.0,30525.0
B0200003241,2026-04-29,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200003241,2026-04-29,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003241,2026-04-29,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003242,2026-04-29,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25499.7
B0200003242,2026-04-29,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003242,2026-04-29,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003243,2026-04-29,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,25499.7
B0200003243,2026-04-29,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200003243,2026-04-29,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003243,2026-04-29,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003244,2026-04-29,688,APV KIT DEFENSA COMPLETO 2008-2024,,1,35000.0,33250.0
B0200003244,2026-04-29,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003244,2026-04-29,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003245,2026-04-29,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2017,1,29000.0,25502.6
B0200003245,2026-04-29,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200003245,2026-04-29,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003245,2026-04-29,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003246,2026-04-29,388,DOBLE DE TUBO,,1,500.0,500.0
B0200003247,2026-04-30,578,REPARACION GRADO (A),FRENTE HIJET,1,4800.0,4800.0
B0200003247,2026-04-30,578,REPARACION GRADO (A),JUEGO DE ESTRIBOS HIJET,1,3750.0,3750.0
B0200003247,2026-04-30,309,REPARACION GRADO (B),TRASERA HIJET,1,5000.0,5000.0
B0200003248,2026-04-30,474,HYUNDAI PORTER KIT DEFENSA COMPLETA,DOBLE CABINA,1,33000.0,30501.9
B0200003248,2026-04-30,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200003248,2026-04-30,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003248,2026-04-30,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003249,2026-04-30,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,27550.0
B0200003249,2026-04-30,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200003249,2026-04-30,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003249,2026-04-30,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003250,2026-04-30,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,29502.0
B0200003250,2026-04-30,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003250,2026-04-30,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003251,2026-04-30,588,REPARACION GRADO (C),DEFENSA DELANTERA KIA,1,11900.0,11900.0
B0200003252,2026-04-30,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25502.6
B0200003252,2026-04-30,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200003252,2026-04-30,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003252,2026-04-30,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003253,2026-04-30,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,1 CABINA,1,33000.0,30525.0
B0200003253,2026-04-30,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200003253,2026-04-30,802,PROTECTOR DE BATERIA,,1,3500.0,3500.0
B0200003253,2026-04-30,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003253,2026-04-30,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003254,2026-04-30,607,KIT DEFENSA NV 200 COMPLETA,,1,33000.0,36993.0
B0200003254,2026-04-30,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200003254,2026-04-30,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200003255,2026-04-30,1182,HYUNDAI COUNTY KIT DEFENSA COMPLETA,AÑO 2026,5,69000.0,386745.0
B0200003255,2026-04-30,1530,JOYLONG HKL6680C KIT DEFENSA COMPLETA,AÑO 2027,6,50000.0,336300.0
B0200003255,2026-04-30,761,BOLA DE JALON 2000 LB (opcional),,11,750.0,9735.0
B0200003255,2026-04-30,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",11,4500.0,58410.0
B0200003256,2026-04-30,1132,CAMION FORLAND CARA ESTRECHA DEFENSA FRONTAL BAJITA,,1,25000.0,22500.0
B0200003256,2026-04-30,1147,FORLAND DEFENSA TRASERA,,1,15000.0,13500.0
B0200003256,2026-04-30,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200003256,2026-04-30,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003256,2026-04-30,797,MINI CACHUCHA DE CABINA,,1,25000.0,22500.0
B0200003256,2026-04-30,992,SOPORTE DE CARGA DE VARILLAS,,1,15900.0,14310.0
B0200003256,2026-04-30,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003257,2026-05-01,949,CAMA EN TOLA CORRUGADA,MEDIDA DE 18X92,1,3000.0,3000.0
B0200003258,2026-05-01,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,PROTECTOR DE BATERIA,1,33000.0,30501.9
B0200003258,2026-05-01,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200003258,2026-05-01,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003258,2026-05-01,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003259,2026-05-01,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,27550.0
B0200003259,2026-05-01,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200003259,2026-05-01,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003259,2026-05-01,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003260,2026-05-01,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,25502.6
B0200003260,2026-05-01,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200003260,2026-05-01,761,BOLA DE JALON 2000 LB (opcional),,1,700.0,700.0
B0200003260,2026-05-01,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003261,2026-05-01,535,SUZUKI EECO DEFENSA COMPLETA,,1,29000.0,26601.7
B0200003261,2026-05-01,1115,SUZUKI EECO PORTA ESCALERAS,,1,17000.0,16150.0
B0200003261,2026-05-01,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003261,2026-05-01,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003262,2026-05-02,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2012,1,29000.0,25502.6
B0200003262,2026-05-02,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200003262,2026-05-02,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200003263,2026-05-02,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,UNA CABINA,1,33000.0,30525.0
